Time Stamp (local standard time) yyyy-mm-ddThh:mm:ss,POA irradiance CMP22 pyranometer (W/m2),PV module back surface temperature (degC),Pmp (W),Dry bulb temperature (degC),Relative humidity (%RH),Atmospheric pressure (mb),Precipitation (mm) accumulated daily total,Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Diffuse horizontal irradiance (W/m2)
2012-12-20T10:40:01,22.8,4.6,0.8032,3.9,86.1,989.1,18.8,0.0,28.0,28.3
2012-12-20T10:45:01,31.0,4.8,1.1507,3.9,85.4,989.1,18.8,0.1,37.1,37.6
2012-12-20T10:50:01,34.0,4.8,1.2725,3.9,86.0,989.2,18.8,0.1,41.2,41.8
2012-12-20T10:55:01,29.2,4.8,1.0640,3.9,85.9,989.2,18.8,0.1,35.4,35.9
2012-12-20T11:00:01,32.9,4.8,1.2159,3.9,85.1,989.3,18.9,0.1,40.5,41.1
2012-12-20T11:05:01,36.0,4.8,1.3534,3.9,85.2,989.4,18.9,0.2,44.4,45.0
2012-12-20T11:10:01,34.0,4.8,1.2654,3.9,85.2,989.6,18.9,0.2,41.8,42.4
2012-12-20T11:15:01,37.5,4.9,1.4349,3.9,85.1,989.6,18.9,0.1,44.4,45.1
2012-12-20T11:20:01,39.3,4.9,1.5151,4.0,85.3,989.6,18.9,0.1,46.9,47.6
2012-12-20T11:25:01,37.2,5.0,1.4275,4.0,85.8,989.7,18.9,0.1,43.9,44.6
2012-12-20T11:30:01,37.8,5.1,1.4501,4.1,85.7,989.7,19.0,0.1,45.6,46.3
2012-12-20T11:35:01,33.1,5.2,1.2433,4.3,86.0,989.8,19.0,0.2,39.9,40.5
2012-12-20T11:40:01,32.3,5.3,1.2081,4.4,86.0,989.9,19.1,0.2,39.4,40.1
2012-12-20T11:45:01,29.2,5.3,1.0802,4.4,85.3,990.0,19.2,0.1,35.1,35.6
2012-12-20T11:50:01,30.8,5.3,1.1468,4.4,83.8,990.1,19.2,0.1,37.4,37.9
2012-12-20T11:55:01,34.1,5.3,1.2969,4.4,84.2,990.0,19.3,0.1,40.6,41.2
2012-12-20T12:00:01,35.1,5.3,1.3351,4.3,86.0,990.0,19.4,0.2,42.4,43.1
2012-12-20T12:05:01,31.1,5.3,1.1515,4.3,86.4,990.1,19.5,0.2,38.5,39.0
2012-12-20T12:10:01,31.4,5.2,1.1808,4.3,83.4,990.0,19.6,0.1,38.2,38.6
2012-12-20T12:15:01,27.1,5.2,0.9862,4.3,86.1,990.1,19.7,0.2,32.7,33.1
2012-12-20T12:20:01,24.3,5.1,0.8753,4.3,85.1,990.4,19.8,0.1,29.5,30.0
2012-12-20T12:25:01,24.0,5.1,0.8686,4.3,86.0,990.6,19.9,0.2,28.8,29.1
2012-12-20T12:30:01,24.7,5.2,0.8900,4.3,86.1,990.5,20.0,0.2,30.5,30.9
2012-12-20T12:35:01,24.2,5.1,0.8682,4.2,85.2,990.5,20.1,0.1,29.8,30.1
2012-12-20T12:40:01,24.5,5.2,0.8793,4.3,86.8,990.6,20.2,0.2,29.6,29.9
2012-12-20T12:45:01,24.8,5.1,0.8959,4.3,85.3,990.6,20.4,0.1,29.8,30.1
2012-12-20T12:55:01,21.4,4.7,0.7606,3.9,85.3,990.8,20.7,0.1,24.8,25.0
2012-12-20T13:05:01,20.7,4.6,0.7297,3.8,85.4,990.9,21.0,0.1,24.9,25.1
2012-12-20T13:10:01,21.5,4.5,0.7694,3.8,86.4,990.9,21.2,0.1,25.5,25.7
2012-12-20T13:15:01,20.8,4.4,0.7264,3.7,86.7,990.9,21.3,0.1,24.4,24.7
2012-12-20T13:20:01,20.4,4.4,0.7114,3.7,86.8,991.1,21.5,0.1,24.2,24.5
2012-12-20T13:25:01,21.6,4.4,0.7743,3.7,86.6,991.0,21.7,0.2,26.1,26.3
2012-12-20T13:55:01,23.4,3.9,0.8448,3.3,86.7,991.2,23.4,0.1,27.3,27.7
2012-12-20T14:00:01,38.2,4.1,1.4569,3.1,86.6,991.2,23.6,0.1,46.9,47.4
2012-12-20T14:05:01,26.9,4.0,0.9751,3.1,87.4,991.3,23.6,0.1,31.3,31.5
2012-12-20T14:10:01,37.9,4.4,1.4514,3.2,88.2,991.3,23.7,0.2,45.5,46.0
